date,open,high,low,close,volume,raw_close,change_percent,avg_vol_20d
2013-02-21,2.43266,2.49266,2.3026600000000004,2.344,135573174,35.16,-8.77,30505605.85
2013-02-22,2.3813400000000002,2.426,2.37334,2.40734,38217463,36.1101,2.7,30938687.3
2013-02-25,2.4099999999999997,2.45,2.28934,2.2920000000000003,43361578,34.38,-4.79,32140989.0
2013-02-26,2.2973399999999997,2.33066,2.25334,2.2953400000000004,41445748,34.4301,0.14,32723782.45
2013-02-27,2.2939999999999996,2.36066,2.29334,2.34,29386934,35.1,1.95,33123251.95
2013-02-28,2.39266,2.40666,2.29134,2.322,29473394,34.83,-0.77,33870848.2
2013-03-01,2.33334,2.33866,2.2833400000000004,2.31,23198999,34.65,-0.52,34354809.7
2013-03-04,2.318,2.3886600000000002,2.3133399999999997,2.372,26364899,35.58,2.68,34847612.2
2013-03-05,2.4,2.46134,2.386,2.44334,31304534,36.6501,3.01,35566847.2
2013-03-06,2.46734,2.52534,2.4646600000000003,2.51266,17248874,37.6899,2.84,35446646.95
2013-03-07,2.51534,2.57666,2.45866,2.54866,17375309,38.2299,1.43,34895551.45
2013-03-08,2.53734,2.62934,2.49066,2.56466,13680779,38.4699,0.63,34681449.7
2013-03-11,2.59134,2.62934,2.57666,2.6066599999999998,23691599,39.0999,1.64,35011229.95
2013-03-12,2.59334,2.62534,2.59,2.6079999999999997,19125929,39.12,0.05,33517840.5
2013-03-13,2.6,2.63266,2.5873399999999998,2.59866,12329789,38.9799,-0.36,32438395.5
2013-03-14,2.59334,2.594,2.45134,2.45666,30366884,36.8499,-5.46,33231413.25
2013-03-15,2.4426599999999996,2.44334,2.34734,2.35266,49196653,35.2899,-4.23,34948265.95
2013-03-18,2.35334,2.404,2.3280000000000003,2.34334,19745039,35.1501,-0.4,34421816.2
2013-03-19,2.35,2.37334,2.32934,2.33866,16477124,35.0799,-0.2,33219667.5
2013-03-20,2.35066,2.40466,2.344,2.39666,21355259,35.9499,2.48,31945998.05
2013-03-21,2.39666,2.47066,2.38266,2.4006600000000002,17194304,36.0099,0.17,26027054.55
2013-03-22,2.41334,2.45334,2.41334,2.44134,6693525,36.6201,1.69,24450857.65
2013-03-25,2.47334,2.568,2.45134,2.5020000000000002,35690308,37.53,2.49,24067294.15
2013-03-26,2.5319999999999996,2.548,2.51066,2.524,27122054,37.86,0.88,23351109.45
2013-03-27,2.52934,2.5586599999999997,2.4873399999999997,2.5439999999999996,19444244,38.16,0.79,22853974.95
2013-03-28,2.54866,2.54934,2.51666,2.526,17379779,37.89,-0.71,22249294.2
2013-04-01,2.824,3.112,2.7800000000000002,2.9286600000000003,211588056,43.9299,15.94,31668747.05
2013-04-02,2.90666,3.0333400000000004,2.90068,2.9560000000000004,99785606,44.34,0.93,35339782.4
2013-04-03,2.87334,2.8979999999999997,2.6807000000000003,2.74,84674921,41.1,-7.31,38008301.75
2013-04-04,2.74066,2.8166599999999997,2.72074,2.80066,33973004,42.0099,2.22,38844508.25
2013-04-05,2.8,2.8,2.7,2.758,23285834,41.37,-1.52,39140034.5
2013-04-08,2.798,2.83666,2.76734,2.78866,25185014,41.8299,1.11,39715246.25
2013-04-09,2.78666,2.78866,2.68866,2.7,25440539,40.5,-3.18,39802693.25
2013-04-10,2.71334,2.80066,2.7073400000000003,2.7906600000000004,31816319,41.8599,3.36,40437212.75
2013-04-11,2.8040000000000003,2.9699999999999998,2.7833400000000004,2.906,51721213,43.59,4.13,42406783.95
2013-04-12,2.88334,3.00926,2.8699999999999997,2.91666,47240578,43.7499,0.37,43250468.65
2013-04-15,2.9,2.92,2.8339999999999996,2.88666,25289759,43.2999,-1.03,42055123.95
2013-04-16,2.9459999999999997,3.076,2.92734,3.03934,47706568,45.5901,5.29,43453200.4
2013-04-17,3.0333400000000004,3.0633399999999997,2.9693400000000003,3.0300000000000002,31776419,45.45,-0.31,44218165.15
2013-04-18,3.06534,3.17326,3.026,3.1313400000000002,50530498,46.9701,3.34,45676927.1
2013-04-19,3.164,3.3253399999999997,3.138,3.18866,45182038,47.8299,1.83,47076313.8
2013-04-22,3.24,3.34666,3.1833400000000003,3.3459999999999996,59089902,50.19,4.93,49696132.65
2013-04-23,3.4,3.528,3.37734,3.4006600000000002,56063248,51.0099,1.63,50714779.65
2013-04-24,3.3933400000000002,3.40334,3.26534,3.362,39451618,50.43,-1.14,51331257.85
2013-04-25,3.3666599999999995,3.49334,3.3666599999999995,3.4666599999999996,41943103,51.9999,3.11,52456200.8
2013-04-26,3.5420000000000003,3.5826599999999997,3.37466,3.41334,54336448,51.2001,-1.54,54304034.25
2013-04-29,3.45066,3.666,3.41334,3.6626600000000002,54633088,54.9399,7.31,46456285.85
2013-04-30,3.73334,3.87866,3.5839999999999996,3.5993399999999998,82859216,53.9901,-1.73,45609966.35
2013-05-01,3.7326599999999996,3.7326599999999996,3.5333400000000004,3.552,41141668,53.28,-1.31,43433303.7
2013-05-02,3.59,3.68466,3.58,3.60734,45784993,54.1101,1.56,44023903.15
2013-05-03,3.76466,3.76466,3.63334,3.63666,50691043,54.5499,0.82,45394163.6
2013-05-06,3.75934,3.97734,3.6999999999999997,3.9666599999999996,65591982,59.4999,9.07,47414512.0
2013-05-07,4.1333400000000005,4.1579999999999995,3.67466,3.70066,149918228,55.5099,-6.71,53638396.45
2013-05-08,3.83334,3.8800000000000003,3.714,3.7190999999999996,101547881,55.7865,0.5,57124974.55
2013-05-09,4.67466,5.05134,4.2459999999999996,4.62666,429074516,69.3999,24.4,75992639.7
2013-05-10,4.643339999999999,5.4,4.6166599999999995,5.1175999999999995,376296433,76.764,10.61,92445432.45
2013-05-13,5.39934,5.8666599999999995,5.27674,5.85334,336252285,87.8001,14.38,107993558.75
2013-05-14,6.28134,6.47466,5.41,5.54934,557458505,83.2401,-5.19,133481155.6
2013-05-15,5.45334,5.792,5.20734,5.65614,253180474,84.8421,1.92,144551358.35
2013-05-16,6.31334,6.33334,5.910659999999999,6.14986,324209986,92.2479,8.73,158235332.75
2013-05-17,6.166659999999999,6.295999999999999,5.83334,6.1,285126692,91.5,-0.81,170232565.45
2013-05-20,6.07466,6.166659999999999,5.90866,5.9959999999999996,125224959,89.94,-1.7,173539318.3
2013-05-21,5.9,5.99934,5.68534,5.83934,135026454,87.5901,-2.61,177487478.6
2013-05-22,5.758,6.063999999999999,5.7,5.816,128606634,87.24,-0.4,181945229.4
2013-05-23,5.65366,6.20066,5.5366599999999995,6.182,180663892,92.73,6.29,188881268.85
2013-05-24,6.17334,6.53,6.1333400000000005,6.4719999999999995,241862854,97.08,4.69,198257589.15
2013-05-28,6.77,7.3833400000000005,6.68666,7.3556,295377287,110.334,13.65,210294799.1
2013-05-29,7.569999999999999,7.66,6.6,6.97526,376492183,104.6289,-5.17,224976447.45
2013-05-30,6.83066,7.30266,6.746659999999999,6.996659999999999,242108254,104.9499,0.31,235024776.75
2013-05-31,7.0840000000000005,7.096,6.515339999999999,6.51734,227578940,97.7601,-6.85,244114474.1
2013-06-03,6.508,6.508,5.8833400000000005,6.17266,287152187,92.5899,-5.29,255937531.3
2013-06-04,6.18334,6.428,6.16,6.32266,132840669,94.8399,2.43,259299965.65
2013-06-05,6.244,6.53132,5.940659999999999,6.3580000000000005,183370942,95.37,0.56,260972601.35
2013-06-06,6.35,6.617999999999999,6.34066,6.489999999999999,142716084,97.35,2.08,263031011.5
2013-06-07,6.53334,6.86,6.44666,6.80266,160758293,102.0399,4.82,249615200.35
2013-06-10,6.595339999999999,6.83466,6.571339999999999,6.67,138513219,100.05,-1.95,237726039.65
2013-06-11,6.5453399999999995,6.57866,6.27,6.298,110940595,94.47,-5.58,226460455.15
2013-06-12,6.45334,6.69866,6.3833400000000005,6.515339999999999,137962854,97.7301,3.45,205485672.6
2013-06-13,6.6,6.618659999999999,6.34134,6.5453399999999995,89476856,98.1801,0.46,197300491.7
2013-06-14,6.666659999999999,6.83466,6.622,6.68666,98511311,100.2999,2.16,186015557.95
2013-06-17,6.9066600000000005,6.98334,6.746659999999999,6.81334,106134595,102.2001,1.89,177065953.1
2013-06-18,6.78334,6.932,6.61334,6.892659999999999,132053454,103.3899,1.17,177407377.85
2013-06-19,6.804,7.11134,6.80066,6.9786600000000005,128831004,104.6799,1.25,177097605.35
2013-06-20,6.97666,7.1419999999999995,6.63,6.71,151668293,100.65,-3.85,178250688.3
2013-06-21,6.913340000000001,6.913340000000001,6.5,6.636659999999999,175777942,99.5499,-1.09,178006390.8
2013-06-24,6.43334,6.8580000000000005,6.35334,6.765999999999999,106905295,101.49,1.95,171258512.85
2013-06-25,6.87334,6.94666,6.70334,6.82666,87762476,102.3999,0.9,160877772.3
2013-06-26,6.92,7.058,6.843999999999999,7.048,99152381,105.72,3.24,147010782.2
2013-06-27,7.1166599999999995,7.35,7.07546,7.28334,131262384,109.2501,3.34,141468488.7
2013-06-28,7.2379999999999995,7.295999999999999,7.114,7.1573400000000005,86256461,107.3601,-1.73,134402364.75
2013-07-01,7.29066,7.8513399999999995,7.27666,7.81194,163553993,117.1791,9.15,128222455.05
2013-07-02,7.88366,8.126,7.7,7.85466,181054792,117.8199,0.55,130633161.2
2013-07-03,7.8666599999999995,7.95,7.617999999999999,7.68266,72099927,115.2399,-2.19,125069610.45
2013-07-05,7.887999999999999,8.01866,7.7133400000000005,8.006,102412450,120.09,4.21,123054428.75
2013-07-08,8.091339999999999,8.14532,7.92134,8.10734,117312235,121.6101,1.27,120882125.85
2013-07-09,8.30934,8.35466,8.12734,8.23,129048114,123.45,1.51,120408870.6
2013-07-10,8.21266,8.21666,8.05266,8.15134,84000176,122.2701,-0.96,119061849.65
2013-07-11,8.32534,8.406,8.15666,8.374,112304365,125.61,2.73,117778925.2
2013-07-12,8.36666,8.662659999999999,8.30066,8.66,170237843,129.9,3.42,121816974.55
2013-07-15,8.86866,8.883939999999999,8.45466,8.484,148865033,127.26,-2.03,124334660.65
2013-07-16,8.41866,8.421339999999999,7.15334,7.27,485578014,109.05,-14.31,143306831.6
2013-07-17,7.1013399999999995,8.108,6.96666,8.01666,390434218,120.2499,10.27,156225869.8
2013-07-18,8.06466,8.182,7.74534,7.93534,171110392,119.0301,-1.02,158339839.2
2013-07-19,7.8999999999999995,8.03666,7.76734,7.9786600000000005,88371581,119.6799,0.55,155175003.6
2013-07-22,7.99266,8.44534,7.992,8.162,147072144,122.43,2.3,153739713.7
2013-07-23,8.26666,8.370659999999999,8.12134,8.18266,116107030,122.7399,0.25,154199800.45
2013-07-24,8.298,8.3,7.97066,8.11334,103070575,121.7001,-0.85,154965205.4
2013-07-25,8.02666,8.316659999999999,8.01266,8.27134,79307157,124.0701,1.95,153972944.2
2013-07-26,8.542660000000001,8.712,8.44066,8.626,144610554,129.39,4.29,154640352.7
2013-07-29,8.62134,9.02466,8.55,8.97466,145291074,134.6199,4.04,157592083.35
2013-07-30,8.98666,9.166,8.545340000000001,8.78266,196954041,131.7399,-2.14,159262085.75
2013-07-31,8.838,8.998339999999999,8.76334,8.952,95274551,134.28,1.93,154973073.7
2013-08-01,9.0,9.10134,8.84206,9.036660000000001,79853981,135.5499,0.95,155360776.4
2013-08-02,8.97266,9.21666,8.90734,9.2,94047566,138.0,1.81,154942532.2
2013-08-05,9.334,9.659339999999998,9.31,9.645340000000001,153009443,144.6801,4.84,156727392.6
2013-08-06,9.65,9.71534,9.406659999999999,9.47666,138916374,142.1499,-1.75,157220805.6
2013-08-07,9.45934,9.463339999999999,8.824000000000002,8.948659999999999,273182103,134.2299,-5.57,166679901.95
2013-08-08,10.290339999999999,10.591999999999999,10.030660000000001,10.232,408701382,153.48,14.34,181499752.8
2013-08-09,10.16,10.39666,10.08334,10.2,134040429,153.0,-0.31,179689882.1
2013-08-12,9.962,10.03334,9.47,9.82534,223682690,147.3801,-3.67,183430764.95
2013-08-13,9.96666,9.98934,9.629999999999999,9.69534,131232954,145.4301,-1.32,165713511.95
2013-08-14,9.51466,9.656,9.203339999999999,9.29066,175406092,139.3599,-4.17,154962105.65
2013-08-15,9.09534,9.573319999999999,9.0,9.31134,152833193,139.6701,0.22,154048245.7
2013-08-16,9.442,9.5938,9.398,9.46666,106621270,141.9999,1.67,154960730.15
2013-08-19,9.5618,9.82534,9.522,9.66,120564595,144.9,2.04,153635352.7
2013-08-20,9.91,9.98534,9.8,9.972000000000001,96271616,149.58,3.23,152643582.0
2013-08-21,10.0,10.0206,9.75,9.857339999999999,93993926,147.8601,-1.15,152189749.55
2013-08-22,9.948,10.49866,9.876,10.47334,158885843,157.1001,6.25,156168683.85
2013-08-23,10.46666,10.82,10.33334,10.789259999999999,193977591,161.8389,3.02,158637035.7
2013-08-26,11.01,11.53334,10.68334,10.948,362566484,164.22,1.47,169500806.2
2013-08-27,10.82,11.25334,10.729999999999999,11.133999999999999,263502288,167.01,1.7,172828218.55
2013-08-28,11.27066,11.43334,10.88334,11.09666,221100140,166.4499,-0.34,179119498.0
2013-08-29,10.947659999999999,11.18334,10.834,11.07066,141685794,166.0599,-0.23,182211088.65
2013-08-30,11.09134,11.280660000000001,10.93066,11.26666,165425393,168.9999,1.77,185779980.0
2013-09-03,11.56,11.579999999999998,11.093340000000001,11.26266,180916492,168.9399,-0.04,187175332.45
2013-09-04,11.318000000000001,11.44134,11.03734,11.3748,172134742,170.622,1.0,188836250.85
2013-09-05,11.34,11.43334,11.21666,11.32866,100398026,169.9299,-0.41,180197047.0
2013-09-06,11.238,11.31334,11.01,11.13134,129294444,166.9701,-1.74,166226700.1
2013-09-09,10.87466,10.96666,10.56734,10.713339999999999,215167056,160.7001,-3.76,170283031.45
2013-09-10,10.76334,11.16666,10.70866,11.09134,134516784,166.3701,3.53,165824736.15
2013-09-11,11.094,11.193000000000001,10.80866,10.901340000000001,87487136,163.5201,-1.71,163637445.25
2013-09-12,10.93334,11.117339999999999,10.70066,10.99534,92399891,164.9301,0.86,159487135.2
2013-09-13,10.85134,11.09134,10.810659999999999,11.036,81148316,165.54,0.37,155902891.35
2013-09-16,11.2,11.389999999999999,11.056659999999999,11.105339999999998,113888965,166.5801,0.63,156266276.1
2013-09-17,11.005339999999999,11.228,10.89074,11.081999999999999,82510766,166.23,-0.21,154363584.65
2013-09-18,11.138,11.16334,10.946660000000001,11.081199999999999,81594206,166.218,-0.01,153629714.15
2013-09-19,11.386660000000001,12.03134,11.272,11.861339999999998,233918540,177.9201,7.04,160625944.85
2013-09-20,11.92666,12.38866,11.904,12.225999999999999,201025341,183.39,3.07,162732919.75
2013-09-23,12.298659999999998,12.36534,11.80734,12.074000000000002,122877610,181.11,-1.24,159177920.7
2013-09-24,11.94266,12.33066,11.843340000000001,12.155339999999999,94236461,182.3301,0.67,145761419.55
2013-09-25,12.23734,12.42,12.03334,12.3492,123789310,185.238,1.6,138775770.65
2013-09-26,12.446660000000001,12.645340000000001,12.374059999999998,12.575999999999999,99323876,188.64,1.84,132686957.45
2013-09-27,12.50134,12.752,12.42866,12.72666,88858211,190.8999,1.2,130045578.3
2013-09-30,12.6,12.96666,12.53334,12.89134,134018109,193.3701,1.29,128475214.1
2013-10-01,12.93066,12.948659999999999,12.558,12.86666,116421430,192.9999,-0.19,125250461.0
2013-10-02,12.572659999999999,12.78866,11.693340000000001,12.06334,311631136,180.9501,-6.24,132225280.7
2013-10-03,11.66966,11.97934,11.2,11.554,357247484,173.31,-4.22,145067753.6
2013-10-04,11.76,12.07866,11.51,12.065339999999999,216209540,180.9801,4.43,149413508.4
2013-10-07,12.164,12.448659999999999,12.017339999999999,12.204659999999999,172283692,183.0699,1.16,147269340.2
2013-10-08,12.29334,12.395340000000001,11.54734,11.64866,206358291,174.7299,-4.56,150861415.55
2013-10-09,11.64866,11.666,10.76666,11.252,229747190,168.78,-3.41,157974418.25
2013-10-10,11.539340000000001,11.71666,11.31266,11.52866,133258644,172.9299,2.46,160017355.9
2013-10-11,11.51666,11.952539999999999,11.41334,11.91334,124666285,178.7001,3.34,162193254.35
2013-10-14,11.66666,12.16666,11.61,11.98134,116544430,179.7201,0.57,162326027.6
2013-10-15,12.352,12.585939999999999,12.212,12.26266,164678093,183.9399,2.35,166434393.95
2013-10-16,12.32666,12.48666,12.13934,12.23734,123080500,183.5601,-0.21,168508708.65
2013-10-17,12.235999999999999,12.32,12.066,12.1868,100574516,182.802,-0.41,161841507.45
2013-10-18,12.27666,12.39734,12.168000000000001,12.22666,88962221,183.3999,0.33,156238351.45
2013-10-21,12.21866,12.225999999999999,11.4,11.50666,172981942,172.5999,-5.89,158743568.05
2013-10-22,11.36666,11.852,11.074000000000002,11.436,170920192,171.54,-0.61,162577754.6
2013-10-23,11.26066,11.454,10.67666,10.96666,199916091,164.4999,-4.1,166384093.65
2013-10-24,11.0,11.63334,10.85504,11.54334,162385043,173.1501,5.26,169537152.0
2013-10-25,11.614,11.63334,11.120000000000001,11.310659999999999,113931865,169.6599,-2.02,170790834.7
2013-10-28,11.34534,11.36666,10.81334,10.857339999999999,117625915,162.8601,-4.01,169971225.0
2013-10-29,10.85066,11.02972,10.2,10.96466,211676076,164.4699,0.99,174733957.3
2013-10-30,10.97534,11.17866,10.54466,10.614659999999999,126026334,159.2199,-3.19,165453717.2
2013-10-31,10.377999999999998,10.82934,10.22,10.662659999999999,140106819,159.9399,0.45,154596683.95
2013-11-01,10.86666,11.06,10.693999999999999,10.81134,107708740,162.1701,1.39,149171643.95
2013-11-04,11.0,11.69266,10.948,11.68,196805541,175.2,8.04,150397736.4
2013-11-05,12.0,12.09534,11.424000000000001,11.78734,337006485,176.8101,0.92,156930146.1
2013-11-06,10.32066,10.71534,9.757,10.07734,466075914,151.1601,-14.51,168746582.3
2013-11-07,9.61266,9.71,9.17466,9.31814,334271085,139.7721,-7.53,178797204.35
2013-11-08,9.098659999999999,9.373339999999999,8.82134,9.196660000000001,337167870,137.9499,-1.3,189422283.6
2013-11-11,9.4,9.69466,9.139999999999999,9.64654,209963856,144.6981,4.89,194093254.9
2013-11-12,9.645999999999999,9.64666,9.07866,9.18666,224777390,137.7999,-4.77,197098219.75
2013-11-13,9.38934,9.491340000000001,9.0895,9.24666,189874042,138.6999,0.65,200437896.85
2013-11-14,9.261339999999999,9.36,8.94074,9.17334,183055492,137.6001,-0.79,204561945.65
2013-11-15,9.123339999999999,9.196660000000001,8.95666,9.03,148502633,135.45,-1.56,207538966.25
2013-11-18,9.018,9.03,7.974,8.10534,347073585,121.5801,-10.24,216243548.4
2013-11-19,7.962000000000001,8.6,7.9479999999999995,8.406,297242237,126.09,3.71,222559650.65
2013-11-20,8.40534,8.49666,7.93734,8.074,207743256,121.11,-3.95,222951008.9
2013-11-21,8.19266,8.31926,8.01666,8.139999999999999,178556992,122.1,0.82,223759606.35
2013-11-22,8.10534,8.18334,7.862,8.091999999999999,166562243,121.38,-0.59,226391125.25
2013-11-25,8.3,8.38934,8.02,8.056000000000001,154130243,120.84,-0.44,228216341.65
2013-11-26,7.95866,8.18134,7.739999999999999,8.03334,208282791,120.5001,-0.28,228046677.4
2013-11-27,8.087340000000001,8.46334,7.968,8.46266,185514442,126.9399,5.35,231021082.8
2013-11-29,8.651340000000001,8.706,8.46534,8.48534,145743279,127.2801,0.27,231302905.8
2013-12-02,8.42334,8.57,8.26206,8.278,116268160,124.17,-2.44,231730876.8
2013-12-03,8.84534,9.662659999999999,8.77266,9.64666,385235983,144.6999,16.53,241152398.9
2013-12-04,9.62134,9.62866,9.142,9.26334,197215341,138.9501,-3.97,234162841.7
2013-12-05,9.343340000000001,9.556659999999999,9.3,9.36534,139326234,140.4801,1.1,217825357.7
2013-12-06,9.434,9.49934,9.08666,9.15734,118643935,137.3601,-2.22,207044000.2
2013-12-09,9.13334,9.446660000000001,8.94734,9.44,135922269,141.6,3.09,196981720.15
2013-12-10,9.33666,9.72466,9.324000000000002,9.47934,161223443,142.1901,0.42,194544699.5
2013-12-11,9.45866,9.536660000000001,9.29934,9.31,107067625,139.65,-1.79,188659211.25
2013-12-12,9.31334,9.88266,9.23534,9.83134,161516828,147.4701,5.6,187241350.55
2013-12-13,9.870000000000001,10.120000000000001,9.82134,9.8436,158996693,147.654,0.13,186038410.6
2013-12-16,9.89866,10.02866,9.74,9.86266,100129136,147.9399,0.19,183619735.75
2013-12-17,9.83866,10.30866,9.7549,10.164,157424543,152.46,3.05,174137283.65
2013-12-18,10.14934,10.32666,9.729999999999999,9.86534,173728492,147.9801,-2.94,167961596.4
2013-12-19,9.79334,9.8,9.27334,9.38134,191379142,140.7201,-4.91,167143390.7
2013-12-20,9.43866,9.623339999999999,9.43866,9.54934,111338050,143.2401,1.79,163782443.6
2013-12-23,9.656659999999999,9.74934,9.50674,9.57,80782586,143.55,0.22,159493460.75
2013-12-24,10.0,10.33134,9.988,10.094,149122268,151.41,5.48,159243062.0
2013-12-26,10.335999999999999,10.53334,10.286,10.36666,106942870,155.4999,2.7,154176065.95
2013-12-27,10.35334,10.36666,10.053339999999999,10.07466,82035956,151.1199,-2.82,149002141.65
2013-12-30,10.07466,10.32066,10.05,10.162659999999999,67081137,152.4399,0.87,145069034.55
2013-12-31,10.15466,10.213339999999999,9.91074,10.0286,64000647,150.429,-1.32,142455658.9
2014-01-02,9.98666,10.16512,9.770000000000001,10.00666,92930321,150.0999,-0.22,127840375.8
2014-01-03,10.0,10.145999999999999,9.90674,9.97066,70482567,149.5599,-0.36,121503737.1
2014-01-06,10.0,10.02666,9.68266,9.8,80509796,147.0,-1.71,118562915.2
2014-01-07,9.84134,10.02666,9.68334,9.957339999999999,75627087,149.3601,1.61,116412072.8
2014-01-08,9.92334,10.24666,9.91734,10.08534,92500106,151.2801,1.29,114240964.65
2014-01-09,10.16666,10.22866,9.79,9.83534,80833571,147.5301,-2.48,110221471.05
2014-01-10,9.89734,9.92666,9.48334,9.71466,111757975,145.7199,-1.23,110455988.55
2014-01-13,9.71866,9.8,9.187999999999999,9.289340000000001,94869701,139.3401,-4.38,107123632.2
2014-01-14,9.36666,10.8,9.1114,10.75134,419037432,161.2701,15.74,120125669.15
2014-01-15,11.229999999999999,11.482,10.806659999999999,10.942,307334686,164.13,1.77,130485946.65
2014-01-16,10.83334,11.51334,10.82666,11.398,179731492,170.97,4.17,131601294.1
2014-01-17,11.346,11.546660000000001,11.196660000000001,11.334,138240414,170.01,-0.56,129826890.2
2014-01-21,11.416,11.81934,11.38734,11.77866,146186469,176.6799,3.92,127567256.55
2014-01-22,11.854,12.021260000000002,11.650659999999998,11.904,105551350,178.56,1.06,127277921.55
2014-01-23,11.815339999999999,12.15866,11.56134,12.1,118492735,181.5,1.65,129163429.0
2014-01-24,11.85666,12.032,11.56874,11.639999999999999,115669435,174.6,-3.8,127490787.35
2014-01-27,11.67734,11.861339999999998,10.98066,11.308,131066589,169.62,-2.85,128696973.3
2014-01-28,11.43334,11.931999999999999,11.4,11.892,91923551,178.38,5.16,129191353.05
2014-01-29,11.68666,11.93934,11.54206,11.681999999999999,89352251,175.23,-1.77,130304908.75
2014-01-30,11.86666,12.31866,11.800659999999999,12.18934,128628144,182.8401,4.34,133536283.6
2014-01-31,11.92334,12.4,11.90098,12.094,97694261,181.41,-0.78,133774480.6
2014-02-03,12.19266,12.32532,11.67734,11.80734,101679131,177.1101,-2.37,135334308.8
2014-02-04,12.046660000000001,12.10666,11.74666,11.915339999999999,70363242,178.7301,0.91,134826981.1
2014-02-05,11.886660000000001,12.039340000000001,11.29066,11.627999999999998,109139275,174.42,-2.41,136502590.5
2014-02-06,11.75334,12.00734,11.73334,11.892,87719291,178.38,2.27,136263549.75
2014-02-07,12.06734,12.442,11.97334,12.43534,134460804,186.5301,4.57,138944911.4
2014-02-10,12.62266,13.28666,12.62134,13.104,194839341,196.56,5.38,143098979.7
2014-02-11,13.26466,13.479999999999999,12.84666,13.108,161017043,196.62,0.03,146406346.8
2014-02-12,13.052,13.21794,12.954659999999999,13.02134,77719692,195.3201,-0.66,129340459.8
2014-02-13,12.88934,13.51466,12.88334,13.30866,122610730,199.6299,2.21,120104262.0
2014-02-14,13.20666,13.45866,13.13334,13.21534,92601926,198.2301,-0.7,115747783.7
2014-02-18,13.68294,13.73334,13.424000000000001,13.579999999999998,140338074,203.7,2.76,115852666.7
2014-02-19,13.579999999999998,13.579999999999998,12.894,12.909339999999998,246298459,193.6401,-4.94,120858266.2
2014-02-20,14.334,14.34734,13.75134,13.998,270333888,209.97,8.43,129097393.1
2014-02-21,14.10934,14.26534,13.946,13.97334,117434710,209.6001,-0.18,129044491.85
2014-02-24,13.91734,14.557339999999998,13.888,14.51,124546990,217.65,3.84,129488369.6
2014-02-25,15.33334,17.279999999999998,15.229999999999999,16.53334,491954978,248.0001,13.94,147532789.05
2014-02-26,17.23866,17.66666,16.5,16.86666,371567819,252.9999,2.02,161515002.45
2014-02-27,17.41666,17.459999999999997,16.555339999999998,16.836,269560653,252.54,-0.18,170525422.55
2014-02-28,16.643340000000002,16.84534,16.17,16.32066,219190340,244.8099,-3.06,175053532.35
2014-03-03,15.81734,16.77666,15.666,16.704,196639491,250.56,2.35,180000793.85
2014-03-04,17.232,17.33334,16.855339999999998,16.98934,131480874,254.8401,1.71,181490881.0
2014-03-05,17.11466,17.132659999999998,16.78666,16.844,89201036,252.66,-0.86,182432770.7
2014-03-06,16.94266,17.16666,16.63,16.862659999999998,110620795,252.9399,0.11,182506846.7
2014-03-07,16.862659999999998,16.99,16.294,16.414,117276970,246.21,-2.66,183984730.65
2014-03-10,16.18,16.2,15.73734,15.92266,116186260,238.8399,-2.99,183071003.45
2014-03-11,15.76666,16.30666,15.49508,15.62734,132545229,234.4101,-1.86,179956297.85
2014-03-12,15.43334,16.5,15.40734,16.09934,146458659,241.4901,3.02,179228378.65
2014-03-13,16.25266,16.27934,15.6,15.852659999999998,93544871,237.7899,-1.53,180019637.6
2014-03-14,15.686,15.79576,15.22134,15.398,124345990,230.97,-2.87,180106400.6
2014-03-17,15.66334,15.862,15.36666,15.598659999999999,88688876,233.9799,1.3,179910748.1
2014-03-18,15.796660000000001,16.1,15.668000000000001,16.00266,93635231,240.0399,2.59,177575605.95
2014-03-19,16.092660000000002,16.10334,15.56734,15.72266,76069902,235.8399,-1.75,169064178.1
2014-03-20,15.744,15.95,15.557339999999998,15.66066,57268572,234.9099,-0.39,158410912.3
2014-03-21,15.73466,15.74666,15.16666,15.25934,123409675,228.8901,-2.56,158709660.55
2014-03-24,15.316659999999999,15.32666,14.018,14.677999999999999,169994243,220.17,-3.81,160982023.2
2014-03-25,14.94266,15.136660000000001,14.52666,14.696,117980620,220.44,0.12,142283305.3
2014-03-26,14.796660000000001,14.84,14.09,14.19734,103609585,212.9601,-3.39,128885393.6
2014-03-27,14.158,14.24,13.53334,13.82134,142579599,207.3201,-2.65,122536340.9
2014-03-28,14.18666,14.448,14.018,14.158,145271409,212.37,2.44,118840394.35
2014-03-31,14.43334,14.45,13.75934,13.89666,125700339,208.4499,-1.85,115293436.75
2014-04-01,13.934660000000001,14.543999999999999,13.905339999999999,14.46466,110571310,216.9699,4.09,114247958.55
2014-04-02,14.66666,15.392660000000001,14.53666,15.352659999999998,161733743,230.2899,6.14,117874593.9
2014-04-03,15.35334,15.71534,14.799999999999999,15.02666,163855943,225.3999,-2.12,120536351.3
2014-04-04,15.06734,15.218,14.08334,14.14834,170184293,212.2251,-5.85,123181717.45
2014-04-07,13.72066,14.41334,13.56734,13.83466,147832164,207.5199,-2.22,124764012.65
2014-04-08,14.00334,14.43266,13.761339999999999,14.364,103339435,215.46,3.83,123303722.95
2014-04-09,14.45066,14.563339999999998,14.059339999999999,14.462,77368842,216.93,0.68,119849232.1
2014-04-10,14.454659999999999,14.5,13.585999999999999,13.61266,108172375,204.1899,-5.87,120580607.3
2014-04-11,13.374,13.799999999999999,13.24,13.58534,136069494,203.7801,-0.2,121166782.5
